epoch,train_loss,val_acc_exit1,val_acc_exit2,val_acc_exit3,val_acc_exit4,val_acc_exit5,val_loss_exit1,val_loss_exit2,val_loss_exit3,val_loss_exit4,val_loss_exit5
1,4.340942859268188,0.31850001215934753,0.690500020980835,0.8065000176429749,0.7885000109672546,0.7720000147819519,2.1277778148651123,1.355810284614563,0.6606206893920898,0.5526424050331116,0.5745614171028137
2,2.950342896270752,0.4339999854564667,0.737500011920929,0.8050000071525574,0.8339999914169312,0.8370000123977661,1.9226229190826416,0.9888335466384888,0.5686288475990295,0.47118183970451355,0.45130759477615356
3,2.4786934871673583,0.4584999978542328,0.7544999718666077,0.840499997138977,0.8600000143051147,0.8615000247955322,1.7567040920257568,0.8090094327926636,0.45896074175834656,0.3790023922920227,0.3836521506309509
4,2.212461142730713,0.515500009059906,0.7595000267028809,0.7390000224113464,0.8289999961853027,0.8274999856948853,1.6198334693908691,0.8114447593688965,0.6870103478431702,0.47735515236854553,0.4796902537345886
5,2.013547958564758,0.4650000035762787,0.762499988079071,0.8640000224113464,0.8840000033378601,0.890500009059906,1.5057129859924316,0.6766934394836426,0.41055458784103394,0.3532131314277649,0.3375428318977356
