method,cap_mode,input_id,attack_index,generation,diversity
pso,query,4,4,87,3.1565537452697754
pso,query,4,4,88,3.2060601711273193
pso,query,4,4,89,3.0084779262542725
pso,query,4,4,90,3.1262454986572266
pso,query,4,4,91,3.1637344360351562
pso,query,4,4,92,2.9679341316223145
pso,query,4,4,93,2.957252264022827
pso,query,4,4,94,3.0235016345977783
pso,query,4,4,95,3.145484685897827
pso,query,4,4,96,2.948662519454956
pso,query,4,4,97,2.908792734146118
pso,query,4,4,98,2.9658117294311523
pso,query,4,4,99,3.019951581954956
pso,query,4,4,100,3.0608460903167725
pso,query,4,4,101,2.9455313682556152
pso,query,4,4,102,3.020073890686035
pso,query,4,4,103,2.9302334785461426
pso,query,4,4,104,2.9396533966064453
pso,query,4,4,105,2.9207332134246826
pso,query,4,4,106,2.935072898864746
pso,query,4,4,107,2.9627864360809326
pso,query,4,4,108,2.8133113384246826
pso,query,4,4,109,2.7743852138519287
pso,query,4,4,110,2.793532371520996
pso,query,4,4,111,2.6893324851989746
pso,query,4,4,112,2.7921745777130127
